City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Avera,US,33.19,-82.53,89.6,66,75,8.05,broken clouds
350,Monroe,US,43.15,-77.68,73.0,64,75,8.05,broken clouds
351,Dingle,PH,11.0,122.67,75.52,88,100,2.68,overcast clouds
352,Upernavik,GL,72.79,-56.15,40.93,69,0,16.13,clear sky
353,Makhachkala,RU,42.98,47.5,77.0,53,67,11.18,broken clouds
354,Along,IN,28.17,94.77,71.89,90,91,1.45,overcast clouds
355,Aswan,EG,24.09,32.91,84.83,23,0,8.25,clear sky
356,Te Anau,NZ,-45.42,167.72,42.3,80,44,7.87,scattered clouds
357,Bilma,NE,18.69,12.92,94.37,31,68,10.92,broken clouds
358,Darayya,SY,33.46,36.24,71.6,49,0,4.7,light rain
359,Santiago,CL,-33.46,-70.65,55.0,62,75,4.7,broken clouds
360,Bereda,ES,43.27,-7.54,57.0,90,3,3.0,light rain
361,Tahta,EG,26.77,31.5,89.6,25,0,8.05,clear sky
362,Alofi,NU,-19.06,-169.92,77.0,61,75,18.34,broken clouds
363,Pangoa,PE,-12.12,-73.0,88.77,38,27,4.23,scattered clouds
364,Heiligenhafen,DE,54.37,10.98,60.8,87,32,3.36,scattered clouds
365,Okha,RU,53.57,142.95,49.84,85,0,5.23,clear sky
366,Saint-Francois,FR,46.42,3.91,62.6,72,70,5.82,broken clouds
367,Bathsheba,BB,13.22,-59.52,86.0,70,40,18.34,scattered clouds
368,Geraldton,AU,-28.77,114.6,57.2,67,75,11.41,broken clouds
369,Mezen,RU,65.85,44.24,42.1,78,8,5.28,clear sky
370,Vicksburg,US,32.35,-90.88,89.6,74,1,14.99,clear sky
371,Susanville,US,40.42,-120.65,90.0,16,1,4.7,clear sky
372,Boden,SE,65.83,21.69,51.8,87,88,5.82,overcast clouds
373,Alta Floresta,BR,-9.88,-56.09,98.6,27,40,3.36,scattered clouds
374,Pochutla,MX,15.74,-96.47,75.2,64,90,2.51,overcast clouds
375,Kieta,PG,-6.22,155.63,80.11,70,49,0.25,scattered clouds
376,Batagay,RU,67.63,134.63,44.71,60,4,1.97,clear sky
377,Yumen,CN,40.28,97.2,60.75,43,100,4.79,overcast clouds
378,Fallon,US,39.47,-118.78,90.0,19,40,8.75,scattered clouds
379,Xinzhi,CN,36.5,111.7,73.17,71,0,2.39,clear sky
380,Quito,EC,-0.23,-78.52,69.8,56,40,17.22,scattered clouds
381,Belaya Gora,RU,68.53,146.42,43.02,85,100,4.88,light rain
382,Mitu,CO,1.2,-70.17,85.41,67,100,0.04,light rain
383,Hamilton,US,39.18,-84.53,82.99,83,20,9.17,moderate rain
384,Sobolevo,RU,54.43,31.9,49.62,93,0,6.53,clear sky
385,Det Udom,TH,14.91,105.08,77.0,100,40,3.36,scattered clouds
386,Port Elizabeth,ZA,-33.92,25.57,57.2,71,0,6.93,clear sky
387,Pacifica,US,37.61,-122.49,73.0,63,40,14.99,smoke
388,Angoram,PG,-4.06,144.07,74.28,97,100,1.79,overcast clouds
389,Concarneau,FR,47.88,-3.92,57.2,87,40,5.82,scattered clouds
390,Moron,AR,-34.65,-58.62,66.2,77,40,5.82,scattered clouds
391,Solnechnyy,RU,50.72,136.63,47.55,82,8,5.73,clear sky
392,Lodja,CD,-3.48,23.43,74.89,72,65,1.5,broken clouds
393,Nicosia,CY,35.17,33.37,80.01,83,20,5.82,few clouds
394,Hohhot,CN,40.81,111.65,59.0,87,68,6.71,broken clouds
395,Boguchany,RU,58.38,97.45,51.1,91,50,1.7,scattered clouds
396,Iranshahr,IR,27.2,60.68,95.0,12,26,4.7,scattered clouds
397,Katangli,RU,51.71,143.23,49.23,91,14,9.08,few clouds
398,Lashio,MM,22.93,97.75,68.54,100,100,0.45,overcast clouds
399,Guarapuava,BR,-25.4,-51.46,64.54,71,0,1.92,clear sky
400,Stephenville Crossing,CA,48.5,-58.43,59.0,67,75,26.4,broken clouds
401,Hervey Bay,AU,-25.3,152.85,54.0,76,0,8.05,clear sky
402,Missoula,US,47.02,-113.8,82.0,24,1,4.7,clear sky
403,Seguela,CI,7.96,-6.67,72.09,92,97,7.56,moderate rain
404,Soyo,AO,-6.13,12.37,72.52,87,100,10.78,overcast clouds
405,Boyolangu,ID,-8.12,111.89,73.54,90,62,5.7,broken clouds
406,Zarubino,RU,42.63,131.09,70.75,97,90,3.87,overcast clouds
407,Pandak,ID,-7.91,110.29,74.46,87,22,6.51,few clouds
408,Ninotsminda,GE,41.26,43.59,64.4,59,20,4.7,few clouds
409,Yeniseysk,RU,58.45,92.17,49.28,96,0,2.55,clear sky
410,Portsmouth,GB,50.8,-1.09,57.99,84,79,1.99,broken clouds
411,Flinders,AU,-34.58,150.86,46.0,81,0,1.01,clear sky
412,Pokhara,NP,28.23,83.98,70.65,86,69,0.38,broken clouds
413,Teplyk,UA,48.67,29.75,58.71,74,0,2.75,clear sky
414,Planaltina,BR,-15.45,-47.61,82.4,30,64,6.93,broken clouds
415,Talara,PE,-4.58,-81.27,75.2,60,3,12.75,clear sky
416,Nhulunbuy,AU,-12.23,136.77,75.2,64,75,8.05,broken clouds
417,Oytal,KZ,42.91,73.27,62.29,41,0,2.37,clear sky
418,Brae,GB,60.4,-1.35,50.0,87,89,10.29,overcast clouds
419,Port Pirie,AU,-33.18,138.02,46.4,75,0,10.29,clear sky
420,Payakumbuh,ID,-0.22,100.63,70.07,89,99,2.06,overcast clouds
421,Maldonado,UY,-34.67,-54.92,64.0,88,75,6.93,broken clouds
422,Kirovskiy,RU,45.09,133.51,67.24,98,100,4.54,overcast clouds
423,Innisfail,AU,-17.53,146.03,57.99,97,96,5.01,overcast clouds
424,Port Augusta,AU,-32.5,137.77,46.4,75,0,10.29,clear sky
425,Trelew,AR,-43.25,-65.31,50.81,43,34,22.73,scattered clouds
426,Nara,JP,34.69,135.8,78.8,100,20,3.36,few clouds
427,Bonthe,SL,7.53,-12.51,77.0,87,100,8.66,light rain
428,Vardo,NO,70.37,31.11,44.6,75,0,6.93,clear sky
429,Manzhouli,CN,49.6,117.43,47.86,87,62,8.16,broken clouds
430,Faya,SA,18.39,42.45,69.8,88,0,1.95,clear sky
431,Pasighat,IN,28.07,95.33,75.2,84,78,2.66,broken clouds
432,Falun,SE,60.6,15.63,53.6,76,55,3.36,broken clouds
433,Port Hardy,CA,50.7,-127.42,62.6,72,75,11.41,broken clouds
434,Kavieng,PG,-2.57,150.8,80.96,82,98,12.28,overcast clouds
435,Nichinan,JP,31.6,131.37,78.01,94,15,4.0,few clouds
436,Vanavara,RU,60.34,102.28,51.58,92,100,2.53,overcast clouds
437,Juneau,US,58.3,-134.42,53.6,81,90,11.41,light rain
438,Jepara,ID,-5.17,105.7,74.07,84,36,3.09,scattered clouds
439,Ozu,JP,33.5,132.55,79.0,74,1,3.0,clear sky
440,Qasigiannguit,GL,68.82,-51.19,44.6,48,100,11.41,overcast clouds
441,Kerema,PG,-7.96,145.78,76.06,89,98,4.99,overcast clouds
442,Fukuma,JP,33.77,130.47,80.6,78,4,4.7,clear sky
443,Aguimes,ES,27.91,-15.45,79.0,69,0,27.51,clear sky
444,Bodden Town,KY,19.28,-81.25,89.6,75,20,8.05,few clouds
445,Sovetskiy,RU,61.36,63.58,52.3,82,59,3.42,broken clouds
446,Moerai,PF,-22.43,-151.33,70.66,83,17,13.94,few clouds
447,Murdochville,CA,48.96,-65.5,52.54,63,92,14.27,overcast clouds
448,Midland,US,32.0,-102.08,100.99,18,1,16.11,clear sky
449,Okrika,NG,4.74,7.08,75.2,94,75,3.74,light intensity drizzle
450,Zhob,PK,31.34,69.45,76.5,53,0,6.24,clear sky
451,Kushima,JP,31.46,131.23,78.01,94,19,4.0,few clouds
452,Rojhan,PK,28.69,69.95,90.95,53,11,8.23,few clouds
453,Abu Dhabi,AE,24.47,54.37,96.8,67,94,9.17,overcast clouds
454,Khani,GE,41.96,42.96,69.8,88,81,2.24,broken clouds
455,Tvoroyri,FO,61.56,-6.81,46.4,87,99,8.05,drizzle
456,Port Hedland,AU,-20.32,118.57,66.2,55,0,8.05,clear sky
457,Sao Sebastiao,BR,-23.76,-45.41,70.03,82,4,3.74,clear sky
458,Fort Frances,CA,48.6,-93.4,70.0,77,90,13.87,moderate rain
459,Taltal,CL,-25.4,-70.48,63.68,52,22,8.34,few clouds
460,Lunas,PH,10.64,123.75,80.6,78,20,9.17,few clouds
461,Altamira,BR,-3.2,-52.21,86.0,70,20,2.24,few clouds
462,Tadine,NC,-21.55,167.88,72.68,86,31,12.21,scattered clouds
463,Burghead,GB,57.7,-3.49,53.6,71,87,17.22,overcast clouds
464,Hakodate,JP,41.78,140.74,76.44,79,17,5.01,few clouds
465,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.34,83,99,6.67,overcast clouds
466,Riberalta,BO,-10.98,-66.1,96.8,41,40,6.93,smoke
467,Mwinilunga,ZM,-11.74,24.43,67.46,65,86,3.09,overcast clouds
468,Cap Malheureux,MU,-19.98,57.61,69.01,78,0,3.0,clear sky
469,Port-Gentil,GA,-0.72,8.78,77.0,83,90,15.84,overcast clouds
470,Atar,MR,20.52,-13.05,98.38,25,89,13.33,overcast clouds
471,Aviemore,GB,57.2,-3.83,52.0,71,75,9.17,broken clouds
472,Mazagao,BR,-0.12,-51.29,89.6,59,20,4.7,few clouds
473,Sjenica,RS,43.27,20.0,60.35,76,0,4.25,clear sky
474,Raudeberg,NO,61.99,5.14,55.99,84,5,19.01,clear sky
475,Hutchinson,US,38.06,-97.93,100.0,32,1,9.17,clear sky
476,Margate,GB,51.38,1.39,57.99,82,28,4.0,scattered clouds
477,Ojinaga,MX,29.57,-104.42,102.2,16,1,5.82,clear sky
478,Nizhniy Baskunchak,RU,48.22,46.83,72.32,67,100,8.86,overcast clouds
479,Falciu,RO,46.3,28.14,65.84,44,6,4.12,clear sky
480,Namtsy,RU,62.72,129.67,37.4,72,100,2.24,overcast clouds
481,Ajdabiya,LY,30.76,20.23,77.41,68,0,11.52,clear sky
482,Ketchikan,US,55.34,-131.65,57.2,82,90,14.99,light rain
483,Saint Anthony,US,45.02,-93.22,81.0,65,40,8.05,scattered clouds
484,Sukabumi,ID,-6.92,106.93,80.01,85,95,1.63,overcast clouds
485,Berlevag,NO,70.86,29.09,42.8,75,20,9.17,few clouds
486,Yakeshi,CN,49.28,120.73,50.54,93,100,12.01,overcast clouds
487,Tevaitoa,PF,-16.78,-151.5,76.77,77,2,19.77,clear sky
488,San Julian,MX,21.02,-102.17,72.95,64,26,4.14,scattered clouds
489,Barranca,PE,-10.75,-77.77,64.83,74,7,11.01,clear sky
490,Palm City,US,27.17,-80.27,91.99,55,40,12.75,scattered clouds
491,Davlekanovo,RU,54.22,55.03,66.2,63,93,6.71,overcast clouds
492,Zhuhai,CN,22.28,113.57,82.4,88,20,2.24,few clouds
493,Le Havre,FR,49.49,0.11,59.0,87,71,10.29,broken clouds
494,Katsuura,JP,35.13,140.3,82.4,88,20,10.29,few clouds
495,Ternate,ID,0.8,127.4,79.68,79,36,5.12,scattered clouds
496,Clonakilty,IE,51.62,-8.87,55.99,82,75,16.11,broken clouds
497,Aizkraukle,LV,56.6,25.26,46.0,94,33,1.54,scattered clouds
498,Inirida,CO,3.87,-67.92,85.44,72,76,2.93,broken clouds
499,Eureka,US,40.8,-124.16,70.0,77,1,8.05,clear sky
500,Ikryanoye,RU,46.09,47.73,69.8,77,40,4.47,scattered clouds
501,Saurimo,AO,-9.66,20.39,68.43,80,93,9.26,light rain
502,Camana,PE,-16.62,-72.71,62.49,77,69,8.32,broken clouds
503,Iquitos,PE,-3.75,-73.25,86.0,74,40,6.93,scattered clouds
504,Tahoua,NE,14.89,5.27,80.65,66,72,7.09,broken clouds
505,Maarianhamina,AX,60.1,19.93,46.4,100,1,4.7,clear sky
506,Marshfield,US,44.67,-90.17,81.0,73,75,12.75,broken clouds
507,Paita,PE,-5.09,-81.11,75.2,60,8,12.75,clear sky
508,Kalmunai,LK,7.42,81.82,79.52,78,62,4.9,broken clouds
509,Chapulhuacan,MX,21.17,-98.9,78.66,80,56,6.51,broken clouds
510,Port Shepstone,ZA,-30.74,30.45,60.4,80,38,5.64,scattered clouds
511,Bambanglipuro,ID,-7.95,110.28,74.95,87,18,8.72,few clouds
512,Qaqortoq,GL,60.72,-46.03,60.8,72,75,14.99,broken clouds
513,Narsaq,GL,60.92,-46.05,60.8,58,75,14.99,broken clouds
514,Dosso,NE,13.05,3.19,79.09,77,94,11.95,overcast clouds
515,Sarh,TD,9.14,18.39,71.87,96,100,0.29,overcast clouds
516,Yambio,SS,4.57,28.4,68.61,94,85,1.66,light rain
517,Florence,IT,43.77,11.25,78.8,57,0,2.24,clear sky
518,Sungaipenuh,ID,-2.08,101.38,63.43,92,86,2.06,overcast clouds
519,Glencoe,ZA,-28.18,30.15,61.25,42,4,7.49,clear sky
520,Bac Lieu,VN,9.29,105.72,79.9,84,68,8.3,broken clouds
521,Mahon,ES,39.89,4.27,78.8,83,0,6.93,clear sky
522,Motygino,RU,58.18,94.76,47.21,92,13,1.07,few clouds
523,Tevriz,RU,57.51,72.4,58.75,97,100,4.63,overcast clouds
524,Gazojak,TM,41.19,61.4,73.9,25,0,11.03,clear sky
525,Sile,TR,41.18,29.61,72.0,71,0,11.21,clear sky
526,Ust-Omchug,RU,61.15,149.63,37.54,86,100,7.34,overcast clouds
527,Korgen,NO,66.08,13.82,46.0,87,40,3.36,scattered clouds
528,Mackay,AU,-21.15,149.2,53.6,93,40,6.93,scattered clouds
529,Los Llanos De Aridane,ES,28.66,-17.92,78.01,88,20,14.99,few clouds
530,Oussouye,SN,12.48,-16.55,82.4,83,20,6.93,few clouds
531,Jatiroto,ID,-7.88,111.12,71.01,87,16,4.23,few clouds
532,Bowen,AU,-20.02,148.23,57.2,87,55,6.93,broken clouds
533,Matara,LK,5.95,80.54,79.36,82,92,10.58,overcast clouds
534,Khulna,BD,22.81,89.57,78.57,93,4,6.24,clear sky
535,Silleda,ES,42.7,-8.25,57.0,82,0,2.24,clear sky
536,Dawlatabad,AF,36.41,64.91,68.25,31,0,6.17,clear sky
537,Maradi,NE,13.5,7.1,79.59,67,100,8.39,overcast clouds
538,Camacha,PT,33.08,-16.33,73.4,78,40,14.99,scattered clouds
539,Coahuayana,MX,18.73,-103.68,71.6,83,90,5.08,moderate rain
540,Dzerzhinskoye,RU,56.83,95.23,51.08,95,89,4.38,overcast clouds
541,Vila Velha,BR,-20.33,-40.29,78.01,78,40,6.93,scattered clouds
542,Roma,US,43.21,-75.46,72.0,64,20,6.93,few clouds
543,Arkhangelsk,RU,64.54,40.54,46.4,93,20,4.47,few clouds
544,Nabire,ID,-3.37,135.48,75.85,89,100,4.63,moderate rain
545,Port-Cartier,CA,50.03,-66.87,62.01,51,75,14.99,broken clouds
546,Kruisfontein,ZA,-34.0,24.73,50.88,77,0,5.93,clear sky
547,Cameta,BR,-2.24,-49.5,80.64,83,100,6.22,overcast clouds
548,Surt,LY,31.21,16.59,79.2,74,0,12.55,clear sky
549,Songjianghe,CN,42.19,127.48,62.15,97,100,4.34,overcast clouds
550,Labuhan,ID,-6.88,112.21,75.96,84,15,8.25,few clouds
551,Leshukonskoye,RU,64.9,45.76,45.91,85,84,5.7,broken clouds
552,Solano,US,38.23,-121.95,89.6,39,1,16.11,clear sky
553,Abrau-Dyurso,RU,44.69,37.59,71.6,88,40,6.71,scattered clouds
554,Ponte Nova,BR,-20.42,-42.91,71.76,61,8,3.42,clear sky
555,Chisec,GT,15.82,-90.28,93.4,49,92,2.39,overcast clouds
556,Bima,ID,-8.47,118.72,72.61,87,12,4.18,few clouds
557,San Quintin,MX,30.48,-115.95,79.92,60,12,13.15,few clouds
558,Ust-Kuyga,RU,70.02,135.6,42.75,76,48,2.75,scattered clouds
559,Buchanan,LR,5.88,-10.05,77.0,94,75,3.36,broken clouds
560,Antananarivo,MG,-18.91,47.54,55.4,87,20,5.82,few clouds
561,Kautokeino,NO,69.01,23.04,40.3,76,74,5.48,broken clouds
562,Mehran,IR,33.12,46.16,71.6,14,0,4.7,clear sky
563,Kamenka,RU,51.32,42.77,61.11,82,100,7.11,overcast clouds
564,Junction City,US,39.03,-96.83,96.8,34,1,3.36,clear sky
565,Qui Nhon,VN,13.77,109.23,78.78,78,98,5.64,overcast clouds
566,Shirokiy,RU,49.76,129.52,53.1,88,35,6.67,scattered clouds
567,Hazorasp,UZ,41.32,61.07,68.0,45,0,4.7,clear sky
568,Imbituba,BR,-28.24,-48.67,71.6,73,24,8.05,few clouds
569,Fernley,US,39.61,-119.25,91.0,16,14,1.99,few clouds
570,Trincomalee,LK,8.57,81.23,80.01,75,73,15.88,broken clouds
571,Moskovskiy,RU,55.6,37.35,59.0,82,24,6.71,few clouds
572,Benghazi,LY,32.12,20.07,79.3,73,0,10.4,clear sky
573,Gillette,US,44.29,-105.5,73.0,35,1,5.82,clear sky
574,Takoradi,GH,4.88,-1.76,75.09,88,67,9.51,broken clouds
575,Kasongo-Lunda,CD,-6.47,16.82,78.31,66,95,2.42,light rain
576,Oistins,BB,13.07,-59.53,86.0,70,40,18.34,scattered clouds
577,Tonder,DK,54.93,8.87,59.0,93,100,8.05,overcast clouds
578,Singaparna,ID,-7.35,108.11,69.51,89,61,0.81,broken clouds
579,Owando,CG,-0.48,15.9,71.22,94,79,2.01,broken clouds
580,Awjilah,LY,29.11,21.29,80.76,55,0,14.47,clear sky
581,Le Port,RE,-20.94,55.29,69.8,73,40,14.99,scattered clouds
582,Sechura,PE,-5.56,-80.82,74.53,54,13,17.9,few clouds
583,Porbandar,IN,21.64,69.61,81.5,87,100,11.07,overcast clouds
584,Katherine,AU,-14.47,132.27,60.8,67,2,8.05,light rain
585,Pampa,US,35.54,-100.96,105.8,9,1,9.17,clear sky
586,Beloha,MG,-25.17,45.05,74.01,53,9,5.59,clear sky
587,Tooele,US,40.53,-112.3,87.01,33,1,4.7,clear sky
588,Rocha,UY,-34.48,-54.33,60.58,90,91,7.07,overcast clouds
589,Varhaug,NO,58.61,5.65,57.99,89,68,8.55,light rain
590,Tezu,IN,27.92,96.17,76.26,73,99,2.19,overcast clouds
591,Sola,VU,-13.88,167.55,79.83,83,100,18.34,overcast clouds
592,Namatanai,PG,-3.67,152.43,78.06,78,76,5.46,broken clouds
593,Reitz,ZA,-27.8,28.43,61.43,32,32,14.0,scattered clouds
594,Bikaner,IN,28.02,73.3,90.43,49,24,2.19,few clouds
595,Chapada Dos Guimaraes,BR,-15.46,-55.75,104.0,5,0,3.36,clear sky
596,Pangkalanbuun,ID,-2.68,111.62,73.42,97,31,2.42,light rain
597,San Rafael,AR,-34.62,-68.33,68.32,23,17,6.73,few clouds
598,Karratha,AU,-20.74,116.85,76.84,28,21,11.14,few clouds
599,Oktyabrskiy,RU,54.48,53.47,63.45,51,97,4.7,overcast clouds
600,Francavilla Al Mare,IT,42.42,14.29,78.8,78,9,3.36,clear sky
601,Waddan,LY,29.16,16.14,79.93,42,0,13.56,clear sky
602,West Richland,US,46.3,-119.36,88.0,20,1,3.36,clear sky
603,Terney,RU,45.05,136.61,61.59,91,100,12.73,overcast clouds
604,Boa Vista,BR,2.82,-60.67,77.0,88,90,4.7,thunderstorm with light rain
605,Harper,LR,4.38,-7.72,76.42,84,27,9.15,scattered clouds
606,Clarksburg,US,39.28,-80.34,78.8,74,40,4.7,scattered clouds
607,Nouakchott,MR,18.09,-15.98,84.2,83,40,16.11,scattered clouds
608,Lerwick,GB,60.15,-1.15,50.0,87,83,10.29,broken clouds
609,Kwekwe,ZW,-18.93,29.81,67.06,26,0,5.61,clear sky
610,Pakxe,LA,15.12,105.78,72.9,93,54,2.75,broken clouds
611,Angoche,MZ,-16.23,39.91,73.74,85,9,12.19,clear sky
612,Orlik,RU,52.52,99.83,47.57,82,100,2.21,light rain
613,Alugan,PH,12.22,125.48,79.5,85,100,6.89,overcast clouds
614,Bhera,PK,32.48,72.91,83.26,68,0,4.65,clear sky
615,Buraydah,SA,26.33,43.98,93.2,21,0,12.75,clear sky
616,Shingu,JP,33.73,135.98,76.66,87,0,3.83,clear sky
617,Maningrida,AU,-12.07,134.27,62.92,79,94,9.42,overcast clouds
618,Seabra,BR,-12.42,-41.77,82.4,45,11,5.82,few clouds
619,Ishigaki,JP,24.34,124.16,83.3,83,98,10.8,overcast clouds
620,Lohja,FI,60.25,24.07,55.0,75,42,3.0,scattered clouds
621,Rawson,AR,-43.3,-65.1,50.13,45,39,22.35,scattered clouds
622,Hualmay,PE,-11.1,-77.61,66.25,71,14,11.65,few clouds
623,Axim,GH,4.87,-2.24,74.75,89,83,8.23,broken clouds
624,Laguna,US,38.42,-121.42,91.0,39,1,5.82,haze
625,Kalianget,ID,-7.05,113.93,79.7,77,15,9.51,few clouds
626,Yingkou,CN,40.66,122.23,65.21,84,57,10.76,broken clouds
627,Poronaysk,RU,49.22,143.12,53.94,93,100,11.36,overcast clouds
628,Wawa,NG,9.9,4.42,74.34,89,66,5.75,light rain
629,Sinnamary,GF,5.38,-52.95,82.44,77,34,5.99,scattered clouds
630,Kasangulu,CD,-4.59,15.17,77.0,69,40,11.41,scattered clouds
631,Dunmore Town,BS,25.5,-76.65,84.65,67,0,5.08,clear sky
632,Kandete,TZ,-9.15,33.8,59.9,63,0,1.39,clear sky
633,Buin,CL,-33.73,-70.75,55.0,62,75,4.7,broken clouds
634,Porto Velho,BR,-8.76,-63.9,84.2,66,40,4.7,thunderstorm
635,Halifax,CA,44.65,-63.57,73.0,53,20,12.75,few clouds
636,Lyuban,BY,52.8,28.0,53.22,91,62,1.16,broken clouds
637,Veraval,IN,20.9,70.37,80.82,87,100,13.94,heavy intensity rain
638,Areosa,PT,41.72,-8.86,68.0,77,20,14.99,few clouds
639,Baghdad,IQ,33.34,44.4,86.0,25,0,4.7,clear sky
640,Ayagoz,KZ,47.97,80.44,53.85,81,0,7.63,clear sky
641,Vysokogornyy,RU,50.12,139.15,46.4,94,53,2.08,broken clouds
642,Mumford,GH,5.26,-0.76,74.34,91,55,10.11,broken clouds
643,Salalah,OM,17.02,54.09,77.0,94,90,2.24,light intensity drizzle
644,Brookings,US,44.31,-96.8,80.6,57,40,19.46,scattered clouds
645,Kindu,CD,-2.95,25.95,75.81,77,54,2.21,broken clouds
646,Mongo,TD,12.18,18.69,74.53,89,100,1.52,overcast clouds
647,Atherton,GB,53.52,-2.49,54.0,68,99,7.0,overcast clouds
648,Kurayoshi,JP,35.43,133.82,77.0,94,20,5.82,few clouds
649,Saint-Augustin,CA,51.23,-58.65,59.4,56,17,16.11,few clouds
650,Marsabit,KE,2.33,37.99,68.27,55,2,23.0,clear sky
651,Puerto Leguizamo,CO,-0.19,-74.78,87.57,55,70,2.59,broken clouds
652,Schattdorf,CH,46.87,8.65,64.4,88,75,5.82,moderate rain
653,Tommot,RU,58.96,126.29,41.31,75,28,3.02,scattered clouds
654,Vrangel,RU,42.73,133.08,71.82,96,68,2.75,broken clouds
655,Kayes,ML,14.0,-11.0,77.54,87,76,2.86,broken clouds
656,Podgornoye,RU,51.73,39.15,62.6,72,0,6.71,clear sky
657,Puerto Del Rosario,ES,28.5,-13.86,77.0,73,20,17.22,few clouds
658,Vuktyl,RU,63.86,57.31,46.65,91,95,4.79,overcast clouds
659,Maceio,BR,-9.67,-35.74,78.8,74,20,4.7,few clouds
660,Ashcroft,CA,50.72,-121.29,80.6,31,75,3.36,broken clouds
661,Adrar,MR,20.5,-10.07,99.99,15,21,3.09,few clouds
662,Crossville,US,35.95,-85.03,81.0,83,90,10.29,overcast clouds
663,Biu,NG,10.61,12.19,67.68,100,100,5.7,light rain
664,Jiangyan,CN,32.51,120.14,75.0,99,100,3.0,light rain
665,Regidor,CO,8.67,-73.82,90.68,62,9,6.29,clear sky
666,Kloulklubed,PW,7.04,134.26,77.0,94,75,7.61,broken clouds
667,Mobaye,CF,4.32,21.18,71.55,95,100,0.4,moderate rain
668,Yarmouth,US,41.71,-70.23,78.8,61,40,3.36,scattered clouds
669,Yanam,IN,16.73,82.22,77.47,91,100,3.62,overcast clouds
670,Honningsvag,NO,70.98,25.97,44.6,75,82,6.93,broken clouds
671,Yichang,CN,30.71,111.28,75.99,79,0,1.7,light rain
672,Discovery Bay,US,37.91,-121.6,87.8,35,1,4.7,haze
673,Half Moon Bay,US,37.46,-122.43,75.0,82,40,8.05,scattered clouds
674,Norsup,VU,-16.07,167.38,75.2,94,90,2.24,overcast clouds
675,Beira,MZ,-19.84,34.84,75.2,88,75,14.99,broken clouds
676,Ingham,US,42.6,-84.38,82.0,78,40,10.07,scattered clouds
677,Ozernovskiy,RU,51.5,156.52,50.86,89,90,5.17,overcast clouds
678,Pangnirtung,CA,66.15,-65.71,48.2,81,20,9.17,few clouds
679,Grand Gaube,MU,-20.01,57.66,69.01,78,1,4.0,clear sky
680,Seddon,AU,-37.81,144.89,50.0,81,0,12.75,light rain
681,Srikakulam,IN,18.3,83.9,79.63,87,46,6.62,scattered clouds
682,Constantine,DZ,36.37,6.61,87.8,27,20,14.99,few clouds
683,Gold Coast,AU,-28.0,153.43,59.0,62,67,8.05,broken clouds
684,Shakhtinsk,KZ,49.71,72.59,44.6,87,0,4.47,clear sky
685,Cuamba,MZ,-14.8,36.54,72.97,34,3,3.4,clear sky
686,Nizhniy Kuranakh,RU,58.84,125.49,43.83,68,75,3.22,broken clouds
687,Jaguaruna,BR,-28.61,-49.03,65.57,81,0,6.73,clear sky
688,Birao,CF,10.28,22.79,71.47,91,100,4.16,overcast clouds
689,Olafsvik,IS,64.89,-23.71,52.03,86,100,14.54,overcast clouds
690,Asyut,EG,27.18,31.18,86.0,42,0,12.75,clear sky
691,Chiman,PK,32.55,73.81,80.6,83,0,3.0,smoke
692,General Salgado,BR,-20.65,-50.36,83.52,22,0,4.65,clear sky
693,Khao Yoi,TH,13.24,99.82,75.99,79,97,3.36,overcast clouds
694,Lucea,JM,18.45,-78.17,89.6,75,20,20.8,few clouds
695,Nkhata Bay,MW,-11.61,34.29,74.62,62,0,0.85,clear sky
696,Bandarbeyla,SO,9.49,50.81,75.94,79,5,30.33,clear sky
697,Kijang,KR,35.24,129.21,78.8,83,75,2.24,broken clouds
698,Sitka,US,57.05,-135.33,55.4,87,90,12.75,mist
699,Garowe,SO,8.41,48.48,75.97,63,50,25.52,scattered clouds
700,Goderich,CA,43.75,-81.72,77.0,70,89,4.52,overcast clouds
701,Dudinka,RU,69.41,86.18,51.8,81,91,4.47,overcast clouds
